"id","corpus","area","title","url","year","source_type","priority","status","why_it_matters","source_file"
"lit-agent-paramanager","literature","orchestration-learning","Small Model as Master Orchestrator","https://arxiv.org/pdf/2604.17009","2026","arXiv","A","search-verified","Agent-as-tool abstraction and parallel subtask decomposition.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-toolorchestra","literature","orchestration-learning","ToolOrchestra","https://openreview.net/pdf/a99d11745db82cbe0860c9c778e8d463f86f4578.pdf","2026","ICLR","A","search-verified","Small orchestrator trained with outcome, efficiency, and preference rewards.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-survey-agent-orchestration","literature","orchestration-survey","LLM-Based Multi-Agent Orchestration","https://www.mdpi.com/1999-5903/18/6/326","2026","survey","A","fetched","Orchestration topology, frameworks, protocol stack.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-recap","literature","planning","RECAP: Recursive Context-Aware Reasoning and Planning","https://proceedings.neurips.cc/paper_files/paper/2025/file/88af3540325dd0b70617a9ab605f294d-Paper-Conference.pdf","2025","NeurIPS","A","search-verified","Shared-context recursive planning and long-horizon continuity.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-deepplanning","literature","planning-benchmark","DEEPPLANNING","https://aclanthology.org/2026.acl-long.335.pdf","2026","ACL","A","search-verified","Long-horizon planning with verifiable constraints and active information gathering.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-deepplanning","literature","planning-benchmark","DeepPlanning","https://aclanthology.org/2026.acl-long.335/","2026","ACL","A","search-verified","Long-horizon constrained planning with verifiable constraints.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-carl","literature","planning-rl","CARL: Constraint-Aware Reinforcement Learning for Planning with LLMs","https://aclanthology.org/2026.findings-acl.1069.pdf","2026","Findings ACL","B","search-verified","Constraint-aware planning without multi-agent scaffolding.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-pnlc","literature","planning-rl","Planning without Search","https://proceedings.neurips.cc/paper_files/paper/2025/file/0e87f947391341256517bdc5d206e539-Paper-Conference.pdf","2025","NeurIPS","B","search-verified","Goal-conditioned value functions for interactive planning.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-survey-plangenllms","literature","planning-survey","PlanGenLLMs","https://aclanthology.org/anthology-files/anthology-files/pdf/acl/2025.acl-long.958.pdf","2025","ACL","A","search-verified","Planning capability survey with evaluation criteria.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-msb","literature","protocol-security","MCP Security Bench","https://arxiv.org/pdf/2510.15994","2025","arXiv","A","search-verified","MCP-specific attacks across planning, invocation, and response handling.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-etom","literature","protocol-tool-use","ETOM: Five-Level Benchmark for Tool Orchestration within the MCP Ecosystem","https://aclanthology.org/2026.findings-eacl.75.pdf","2026","EACL Findings","A","search-verified","MCP-structured multi-hop tool orchestration benchmark with equal function sets.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-tool-mcp-flow","literature","protocol-tool-use","MCP-Flow","https://2026.aclweb.org/program/accepted_papers/","2026","ACL listing","B","search-verified","Agents mastering real-world MCP tools.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-cot","literature","reasoning","Chain-of-Thought Prompting Elicits Reasoning in Large Language Models","https://proceedings.neurips.cc/paper_files/paper/2022/file/9d5609613524ecf4f15af0f7b31abca4-Paper-Conference.pdf","2022","NeurIPS","A","fetched","Starting point for visible intermediate reasoning traces.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-least-to-most","literature","reasoning","Least-to-Most Prompting Enables Complex Reasoning","https://webdocs.cs.ualberta.ca/~dale/papers/iclr23a.pdf","2023","ICLR","A","search-verified","Decomposition followed by sequential subproblem solving.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-pal","literature","reasoning","PAL: Program-Aided Language Models","https://arxiv.org/abs/2211.10435","2023","ICML","B","known-primary","Code-as-reasoning separation from natural-language CoT.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-plan-solve","literature","reasoning","Plan-and-Solve Prompting","https://aclanthology.org/2023.acl-long.147.pdf","2023","ACL","B","search-verified","Explicit planning before solving.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-pot","literature","reasoning","Program of Thoughts Prompting","https://arxiv.org/abs/2211.12588","2023","paper","B","known-primary","Programmatic thought representation.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-self-consistency","literature","reasoning","Self-Consistency Improves Chain of Thought Reasoning","https://arxiv.org/pdf/2203.11171","2022","paper","A","fetched","Multi-path sampling and answer aggregation.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-step-back","literature","reasoning","Take a Step Back: Evoking Reasoning via Abstraction","https://arxiv.org/abs/2310.06117","2024","paper","B","known-primary","Abstraction-first reasoning pattern.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-zero-shot-cot","literature","reasoning","Large Language Models are Zero-Shot Reasoners","https://arxiv.org/abs/2205.11916","2022","paper","B","known-primary","Prompt-only reasoning trigger without demonstrations.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-mor","literature","reasoning-modality","Mixture of Reasonings","https://arxiv.org/html/2507.00606","2025","paper","B","search-verified","Adaptive mixture of reasoning strategies.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-mot-logical","literature","reasoning-modality","Learning to Reason via Mixture-of-Thought","https://arxiv.org/pdf/2505.15817","2025","paper","A","fetched","Natural language, code, and truth-table reasoning modalities.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-exact","literature","reasoning-planning","ExACT: Reflective-MCTS and Exploratory Learning","https://arxiv.org/html/2410.02052","2024","paper","B","search-verified","Reflective MCTS and exploration learning.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-lats","literature","reasoning-planning","Language Agent Tree Search","https://proceedings.mlr.press/v235/zhou24r.html","2024","ICML","A","fetched","MCTS plus reasoning, acting, planning, reflections.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-rafa","literature","reasoning-planning","Reason for Future, Act for Now","https://proceedings.mlr.press/v235/liu24ab.html","2024","ICML","A","fetched","Long-horizon planning with memory buffer and replanning.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-rap","literature","reasoning-planning","Reasoning via Planning","https://arxiv.org/abs/2305.14992","2023","paper","A","search-verified","World-model planning for reasoning.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-got","literature","reasoning-search","Graph of Thoughts","https://export.arxiv.org/pdf/2308.09687v2","2023","paper","A","fetched","Arbitrary thought graph and thought transformations.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-tot","literature","reasoning-search","Tree of Thoughts","https://proceedings.neurips.cc/paper/2023/file/271db9922b8d1f4dd7aaef84ed5ac703-Paper-Conference.pdf","2023","NeurIPS","A","fetched","Tree search over thought states.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-demystifying-topologies","literature","reasoning-survey","Demystifying Chains, Trees, and Graphs of Thoughts","https://arxiv.org/html/2401.14295v4","2024","survey","A","fetched","Reasoning topology taxonomy.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-prompt-report","literature","reasoning-survey","The Prompt Report","https://arxiv.org/html/2406.06608v6","2024","survey","B","fetched","Broad prompting taxonomy and vocabulary.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-advocate","literature","reflection","ADVOCATE: Anticipatory Reflection for LLM Agents","https://aclanthology.org/2024.findings-emnlp.53.pdf","2024","Findings EMNLP","B","search-verified","Anticipatory reflection and plan revision.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-reflact","literature","reflection","ReflAct: World-Grounded Decision Making via Goal-State Reflection","https://aclanthology.org/2025.emnlp-main.1697/","2025","EMNLP","A","fetched","Goal-state reflection as ReAct backbone alternative.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-plan-rewardbench","literature","reward-modeling","Plan-RewardBench","https://aclanthology.org/2026.acl-long.1062/","2026","ACL","A","search-verified","Trajectory-level reward modeling for tool-integrated agents.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mas-aios","literature","runtime","AIOS: LLM Agent Operating System","https://openreview.net/attachment?id=L4HHkCDz2x&name=pdf","2025","COLM","A","search-verified","Kernel-style scheduling, memory, storage, tool, access control.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-tool-search-o1","literature","search-tool-use","Search-o1","https://2025.emnlp.org/program/main_papers/","2025","EMNLP listing","B","search-verified","Agentic search-enhanced reasoning models.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-aciaarena","literature","security","ACIArena","https://arxiv.org/pdf/2604.07775","2026","arXiv","B","search-verified","Agent cascading injection benchmark for MAS robustness.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-asb","literature","security","Agent Security Bench","https://openreview.net/forum?id=V4y0CpX4hK","2025","ICLR","A","search-verified","Benchmark of attacks and defenses across agent prompts, tools, memory, and scenarios.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-conjunctive-prompt-attacks","literature","security","Conjunctive Prompt Attacks in Multi-Agent LLM Systems","https://aclanthology.org/2026.acl-long.1577.pdf","2026","ACL","A","search-verified","Routing-aware multi-agent attack surface across star, chain, and DAG topologies.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-guardagent","literature","security","GuardAgent","https://proceedings.mlr.press/v267/xiang25a.html","2025","ICML","A","search-verified","Knowledge-enabled guardrail agent with executable safety policy checks.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-maspi","literature","security","MASPI","https://openreview.net/pdf?id=1khmNRuIf9","2026","OpenReview","B","search-verified","Unified environment for MAS prompt injection robustness.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-safeagent","literature","security","SafeAgent","https://aclanthology.org/2026.acl-long.1501.pdf","2026","ACL","A","search-verified","Automated risk simulator and threat model for multi-turn tool-augmented agents.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-toolsafe","literature","security","ToolSafe","https://aclanthology.org/2026.findings-acl.1850.pdf","2026","ACL Findings","A","search-verified","Step-level tool invocation guardrail and feedback framework.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-trojantools","literature","security","TrojanTools","https://openreview.net/pdf/d28c9b8559a20b19a1ecacc0bb31c0a41f89bcfe.pdf","2026","OpenReview","B","search-verified","Adaptive indirect prompt injection via malicious tool calling.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-under-siege","literature","security","Agents Under Siege","https://aclanthology.org/anthology-files/anthology-files/pdf/acl/2025.acl-long.476.pdf","2025","ACL","A","search-verified","Optimized prompt propagation attacks in practical MAS constraints.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-vigil-siren","literature","security","VIGIL: Defending LLM Agents Against Tool Stream Injection","https://aclanthology.org/2026.acl-long.443.pdf","2026","ACL","A","search-verified","Verify-before-commit defense and SIREN tool-stream injection benchmark.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-security-evo-attacker","literature","security","Evo-Attacker","https://2026.aclweb.org/program/accepted_papers/","2026","ACL listing","A","search-verified","Long-horizon tool attacks on LLM-MAS.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-security-ipiguard","literature","security","IPIGuard","https://2025.emnlp.org/program/main_papers/","2025","EMNLP listing","A","search-verified","Tool dependency graph defense for indirect prompt injection.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-security-mas-code","literature","security","Multi-Agent Systems Execute Arbitrary Malicious Code","https://openreview.net/forum?id=DAozI4etUp","2025","COLM","A","search-verified","Control-flow hijacking risk in deployed MAS.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-security-wasp","literature","security","WASP","https://cua.ai/blog/neurips-2025-cua-papers","2025","NeurIPS list","B","search-verified","Prompt injection attacks on computer-use agents.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mas-generative-agents","literature","simulation","Generative Agents","https://doi.org/10.1145/3586183.3606763","2023","UIST","A","known-primary","Memory, reflection, planning for social simulation agents.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-state-stateflow","literature","statecharts","StateFlow","https://openreview.net/forum?id=3nTbuygoop","2024","COLM","A","search-verified","Models LLM task solving as state machines with process grounding and actions.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-state-metaagent","literature","statecharts-mas","MetaAgent","https://proceedings.mlr.press/v267/zhang25bc.html","2025","ICML","A","search-verified","Automatically constructs finite-state-machine-based multi-agent systems.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-perspectivegap","literature","subagent-prompting","PerspectiveGap","https://arxiv.org/html/2606.08878","2026","arXiv","B","search-verified","Tests whether a main agent can allocate role-specific context before workers act.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-tooltree","literature","tool-planning","ToolTree","https://openreview.net/forum?id=Ef5O9gNNLE","2026","ICLR paper","A","search-verified","MCTS-style tool trajectory planning with pre/post execution feedback.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-octotools","literature","tool-planning","OctoTools","https://aclanthology.org/2026.acl-long.1.pdf","2026","ACL","A","search-verified","Tool cards, planner-executor workflow, multi-agent tool use.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-topt","literature","tool-planning","Cost-Aware Optimal Tool-Chain Planning","https://aclanthology.org/2026.findings-acl.860.pdf","2026","Findings ACL","A","search-verified","Multi-solution tool graph planning and cost-aware optimality.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-deepagent","literature","tool-use","DeepAgent","https://arxiv.org/html/2510.21618v3","2026","WWW","A","search-verified","Tool discovery, memory folding, ToolPO for open toolsets.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-tool-api-bank","literature","tool-use","API-Bank","https://arxiv.org/abs/2304.08244","2023","EMNLP","B","known-primary","Tool-augmented LLM benchmark.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-tool-gorilla","literature","tool-use","Gorilla: Large Language Model Connected with Massive APIs","https://arxiv.org/abs/2305.15334","2023","NeurIPS","B","known-primary","API selection and calling at scale.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-tool-mrkl","literature","tool-use","MRKL Systems","https://arxiv.org/abs/2205.00445","2022","paper","B","known-primary","Modular neural-symbolic tool routing.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-tool-stabletoolbench","literature","tool-use","StableToolBench","https://arxiv.org/abs/2403.07714","2024","paper","B","known-primary","Stable tool-use benchmark and evaluation.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-tool-toolformer","literature","tool-use","Toolformer","https://arxiv.org/abs/2302.04761","2023","NeurIPS","A","known-primary","Self-supervised tool-use decisions.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-tool-toollm","literature","tool-use","ToolLLM / ToolBench","https://arxiv.org/abs/2307.16789","2023","ICLR","A","known-primary","Large-scale tool-use instruction data and benchmark.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-tool-toolsandbox","literature","tool-use","ToolSandbox","https://arxiv.org/abs/2410.11042","2024","paper","B","known-primary","Stateful tool-use evaluation.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-autotool","literature","tool-use-rl","AutoTool","https://openreview.net/pdf?id=52c4trAbmd","2026","ICLR","A","search-verified","Dynamic tool selection and integration for agentic reasoning.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-long-short-tool-rl","literature","tool-use-rl","Entropy-Based Long-Short Reasoning Fusion for Tool Use","https://openreview.net/pdf?id=zFkopTvclB","2026","ICLR","B","search-verified","Auto-scaling thinking length for efficient tool use.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-tool-use-evolution","literature","tool-use-survey","The Evolution of Tool Use in LLM Agents","https://arxiv.org/pdf/2603.22862","2026","survey","A","search-verified","Single-tool calls to multi-tool orchestration.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-val-jsonschema-foundations","literature","validation","Foundations of JSON Schema","https://doi.org/10.1145/2872427.2883029","2016","WWW","B","known-primary","Formal semantics baseline.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-val-jsonschema-ietf","literature","validation","IETF JSON Schema draft","https://datatracker.ietf.org/doc/html/draft-ietf-jsonschema-json-schema-01","2026","IETF draft","A","search-verified","Current standards-track direction.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-val-jsonschema-spec","literature","validation","JSON Schema Validation Specification","https://github.com/json-schema-org/json-schema-spec/blob/main/specs/jsonschema-validation.md","2026","specification","A","search-verified","Structural validation vocabulary and dialect evolution.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-val-shacl","literature","validation","SHACL Recommendation","https://www.w3.org/TR/shacl/","2017","W3C standard","A","known-primary","Semantic graph validation baseline.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-val-shacl-af","literature","validation","SHACL Advanced Features","https://www.w3.org/TR/shacl-af/","2017","W3C note","B","known-primary","Advanced RDF validation features.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-gui-mind2web","literature","web-agent","Mind2Web","https://arxiv.org/abs/2306.06070","2023","NeurIPS","A","known-primary","Web task generalization from websites.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-gui-online-mind2web","literature","web-agent","Online-Mind2Web","https://arxiv.org/abs/2504.01382","2025","paper","B","search-verified","Online web navigation benchmark.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-gui-weboperator","literature","web-agent","WebOperator","https://github.com/kagnlp/WebOperator","2026","repo/paper","B","search-verified","Tree search and safe backtracking in web environments.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"eng-security-mcp-nsa-2026","engineering","protocol-security","NSA MCP Security Design Considerations","https://www.nsa.gov/Portals/75/documents/Cybersecurity/CSI_MCP_SECURITY.pdf","2026","official-guidance","A","search-verified","May 2026 official security guidance for MCP deployment and protocol risk.","research/source-notes/phase-0c-final-closure-audit.md"
"eng-bench-osworld-v2","engineering","benchmark","OSWorld 2.0","https://github.com/xlang-ai/OSWorld-V2","2026","repo","A","search-verified","June 2026 OSWorld 2.0 benchmark, environment, and project release.","research/source-notes/phase-0c-final-closure-audit.md"
"eng-bench-tau2-verified","engineering","benchmark","tau2-Bench-Verified","https://github.com/amazon-agi/tau2-bench-verified","2026","repo","A","search-verified","Corrected and human-verified tau2 benchmark release for customer-service agent evaluation.","research/source-notes/phase-0c-final-closure-audit.md"
"lit-ont-methontology","literature","ontology-engineering","METHONTOLOGY: From Ontological Art Towards Ontological Engineering","https://aaai.org/papers/0005-ss97-06-005-methontology-from-ontological-art-towards-ontological-engineering/","1997","methodology","A","source-matrix-registered","Ontology specification, conceptualization, formalization, implementation, and maintenance lifecycle baseline.","research/source-matrix.md"
"lit-ont-ontology101","literature","ontology-engineering","Ontology Development 101","https://protege.stanford.edu/publications/ontology_development/ontology101.pdf","2001","methodology","A","source-matrix-registered","Class, property, facet, instance, reuse, and iterative ontology development baseline.","research/source-matrix.md"
"lit-mas-wooldridge-jennings","literature","multi-agent-systems","Intelligent Agents: Theory and Practice","https://link.springer.com/article/10.1007/BF00805258","1995","paper","A","source-matrix-registered","Foundational agent properties: autonomy, reactivity, proactiveness, and social ability.","research/source-matrix.md"
"lit-mas-bdi-rao-georgeff","literature","multi-agent-systems","Modeling Rational Agents within a BDI-Architecture","https://jmvidal.cse.sc.edu/library/rao91a.pdf","1991","paper","A","source-matrix-registered","Formal BDI model for beliefs, desires/goals, intentions, and commitment strategies.","research/source-notes/multi-agent-systems/mas-bdi-agentspeak-foundations.md"
"lit-mas-bdi-theory-practice","literature","multi-agent-systems","BDI Agents: From Theory to Practice","https://cdn.aaai.org/ICMAS/1995/ICMAS95-042.pdf","1995","paper","A","source-matrix-registered","Bridge from BDI theory to practical agent architectures and plan libraries.","research/source-notes/multi-agent-systems/mas-bdi-agentspeak-foundations.md"
"lit-mas-agentspeak","literature","multi-agent-systems","AgentSpeak(L): BDI Agents Speak Out in a Logical Computable Language","https://link.springer.com/chapter/10.1007/BFb0031845","1996","paper","A","source-matrix-registered","AgentSpeak plan syntax with triggering events, context conditions, and plan bodies.","research/source-notes/multi-agent-systems/mas-bdi-agentspeak-foundations.md"
"eng-mas-jason","engineering","multi-agent-systems","Jason AgentSpeak Interpreter","https://jason-lang.github.io/","current","repo/docs","B","source-matrix-registered","AgentSpeak implementation with selection functions, belief revision, communication, annotations, and plan failure handling.","research/source-matrix.md"
"lit-mas-oasis-v2","literature","multi-agent-systems","OASIS v2: Ontology for Agents, Systems and Integration of Services","https://arxiv.org/abs/2306.10061","2023","ontology-paper","A","source-matrix-registered","Current behavioristic ontology evidence for agent templates, concrete agents, commitments, tasks, plans, and entrustments.","research/source-notes/multi-agent-systems/mas-bdi-agentspeak-foundations.md"
"lit-mas-omase","literature","multi-agent-systems","O-MaSE: A Customizable Approach to Developing Multiagent Development Processes","https://doi.org/10.1007/978-3-540-79488-2_1","2007","methodology","A","source-matrix-registered","Organization, role, goal, capability, protocol, and method-fragment evidence for MAS engineering.","research/source-matrix.md"
"lit-mas-gaia","literature","multi-agent-systems","The Gaia Methodology for Agent-Oriented Analysis and Design","https://link.springer.com/article/10.1023/A:1010071910869","2000","methodology","B","source-matrix-registered","Roles, permissions, responsibilities, protocols, organizations, liveness, and safety properties.","research/source-matrix.md"
"eng-proto-fipa-acl","engineering","agent-protocols","FIPA ACL Message Structure Specification","http://www.fipa.org/specs/fipa00061/","2002","standard","A","source-matrix-registered","Speech-act message envelope with performative, participants, content, language, ontology, and conversation control.","research/source-notes/agent-protocols/proto-fipa-mcp-a2a-foundations.md"
"eng-proto-fipa-act","engineering","agent-protocols","FIPA Communicative Act Library Specification","http://www.fipa.org/specs/fipa00037/","2002","standard","A","source-matrix-registered","Standard communicative-act vocabulary including inform, request, propose, agree, refuse, and failure.","research/source-matrix.md"
"eng-proto-fipa-ip","engineering","agent-protocols","FIPA Interaction Protocol Library","http://www.fipa.org/specs/fipa00025/","2002","standard","A","source-matrix-registered","Request, query, contract-net, subscribe, propose, brokering, recruiting, and auction interaction templates.","research/source-matrix.md"
"eng-proto-fipa-agent-management","engineering","agent-protocols","FIPA Agent Management Specification","http://www.fipa.org/specs/fipa00023/","2002","standard","A","source-matrix-registered","Agent platform, AMS, DF, ACC, AID, registration, directory, and lifecycle evidence.","research/ai-agent-architecture-standards.md"
"eng-proto-fipa-ontology-service","engineering","agent-protocols","FIPA Ontology Service Specification","http://www.fipa.org/specs/fipa00086/","2002","standard","B","source-matrix-registered","Ontology registration, lookup, translation, and semantic mediation evidence for agent communication.","research/ai-agent-architecture-standards.md"
"lit-proto-kqml","literature","agent-protocols","KQML as an Agent Communication Language","https://doi.org/10.1145/191246.191322","1994","paper","A","source-matrix-registered","Layered content/message/communication model, performatives, and facilitator pattern.","research/ai-agent-architecture-standards.md"
"eng-proto-kqml-spec","engineering","agent-protocols","KQML Specification","https://research.cs.umbc.edu/kqml/kqmlspec/spec.html","1994","specification","B","source-matrix-registered","Legacy performative and message-layer compatibility evidence.","research/source-matrix.md"
"lit-state-harel","literature","statecharts","Statecharts: A Visual Formalism for Complex Systems","https://doi.org/10.1016/0167-6423(87)90035-9","1987","paper","A","source-matrix-registered","Statechart hierarchy, orthogonality, broadcast events, and visual state modeling foundation.","research/source-notes/statecharts/state-scxml-xstate-foundations.md"
"eng-ont-fibo-viewer","engineering","ontology-engineering","FIBO Viewer","https://spec.edmcouncil.org/fibo/ontology","current","official-viewer","A","fetched","Representative production ontology viewer for domain/module/ontology navigation and user-facing ontology publication.","research/source-notes/fibo-alignment-review.md"
"eng-ont-fibo-repo","engineering","ontology-engineering","edmcouncil/fibo","https://github.com/edmcouncil/fibo","current","repo","A","fetched","Representative production OWL ontology repository with domain/module/source/product structure, catalog mappings, metadata, and hygiene tests.","research/source-notes/fibo-alignment-review.md"
"eng-ont-fibo-ontology-guide","engineering","ontology-engineering","FIBO Ontology Guide","https://github.com/edmcouncil/fibo/blob/master/ONTOLOGY_GUIDE.md","current","repo-doc","A","fetched","FIBO naming, IRI, header metadata, annotation, definition, and hygiene-test requirements.","research/source-notes/fibo-alignment-review.md"
"eng-ont-fibo-contributing","engineering","ontology-engineering","FIBO Contributing Guide","https://github.com/edmcouncil/fibo/blob/master/CONTRIBUTING.md","current","repo-doc","B","fetched","FIBO source/product, maturity, contribution, testing, and publication process evidence.","research/source-notes/fibo-alignment-review.md"
"eng-ont-fibo-metadata","engineering","ontology-engineering","FIBO Metadata RDF","https://github.com/edmcouncil/fibo/blob/master/MetadataFIBO.rdf","current","repo-source","A","fetched","Top-level FIBO specification metadata pattern with domain hasPart structure, imports, version IRI, and annotations.","research/source-notes/fibo-alignment-review.md"
"eng-ont-go-overview","engineering","ontology-patterns","Gene Ontology overview","https://geneontology.org/docs/ontology-documentation/","current","official-doc","A","fetched","Three-aspect controlled vocabulary pattern, DAG hierarchy, aspect separation, and relation constraints.","research/source-notes/cross-domain-ontology-pattern-review.md"
"eng-ont-go-annotations","engineering","ontology-patterns","GO annotations guide","https://geneontology.org/docs/go-annotations/","current","official-doc","A","fetched","Evidence-coded annotations, relation-specific semantics, transitivity, NOT modifiers, and open-world practice.","research/source-notes/cross-domain-ontology-pattern-review.md"
"eng-ont-cidoc-crm","engineering","ontology-patterns","CIDOC CRM classes and properties 7.1.3","https://cidoc-crm.org/cidoc-crm/","7.1.3","official-spec","A","fetched","Event-centered modeling, persistent item vs temporal entity distinction, participation, use, production, destruction, and provenance relations.","research/source-notes/cross-domain-ontology-pattern-review.md"
"eng-ont-palantir-overview","engineering","ontology-patterns","Palantir Ontology overview","https://palantir.com/docs/foundry/ontology/overview/","current","official-doc","A","fetched","Operational semantic layer pattern with object/link types plus action types and functions.","research/source-notes/cross-domain-ontology-pattern-review.md"
"eng-ont-palantir-core-concepts","engineering","ontology-patterns","Palantir Ontology core concepts","https://palantir.com/docs/foundry/ontology/core-concepts/","current","official-doc","A","fetched","Object type, property, shared property, link type, action type, roles, and functions design pattern.","research/source-notes/cross-domain-ontology-pattern-review.md"
"eng-ont-microsoft-fabric-iq-ontology","engineering","ontology-patterns","What is ontology (preview)?","https://learn.microsoft.com/en-us/fabric/iq/ontology/overview","current","official-doc","A","fetched","Entity types combine names, descriptions, identifiers, properties, and constraints; typed directional relationships can carry attributes and cardinality, and graph representation supports navigation and reasoning.","research/source-notes/cross-domain-ontology-pattern-review.md"
"eng-ont-skan-agentic-ontology-of-work","engineering","ontology-patterns","AI Agents Needed a Common Language. So We Built One.","https://www.skan.ai/whitepapers/agentic-ontology-of-work","2026","vendor-whitepaper","B","fetched","Canonical entities, attributes, relationships, governance constraints, lifecycle models, and industry examples provide a vendor reference pattern, not a neutral standard.","research/source-notes/cross-domain-ontology-pattern-review.md"
"eng-ont-dbpedia","engineering","ontology-patterns","DBpedia ontology","https://www.dbpedia.org/","current","official-site","B","fetched","Large cross-domain linked-data ontology with stable URI vocabulary and class/property catalog.","research/source-notes/cross-domain-ontology-pattern-review.md"
"eng-ont-foaf","engineering","ontology-patterns","FOAF Vocabulary Specification","https://xmlns.com/foaf/0.1/","current","official-spec","B","fetched","Lightweight RDF/OWL vocabulary for agent/person/organization/social-link terms and namespace-document publication.","research/source-notes/cross-domain-ontology-pattern-review.md"
