relation_id,action,target_relation_id,target_relation_ids,target_mapping_id,rationale,reviewer,status
orchestration_evaluation_emits_event,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
orchestration_evaluation_relates,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
orchestration_routing_control_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
orchestration_routing_control_emits_event,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
orchestration_routing_control_relates,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
orchestration_task_planning_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
orchestration_task_planning_emits_event,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
orchestration_task_planning_relates,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
output_segment_has_sensitive_span,migrate_reviewed_relation,output_segment_has_sensitive_span,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
overrides_instruction,merge_into_reviewed_relation,InstructionOverride-overrides-Instruction,"[""InstructionOverride-overrides-Instruction""]",,“overrides_instruction” and “InstructionOverride-overrides-Instruction” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
part_of,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
part_of_conversation,migrate_reviewed_relation,part_of_conversation,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
participates_in,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
participates_in_session,migrate_reviewed_relation,participates_in_session,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
pauses_with_snapshot,migrate_reviewed_relation,pauses_with_snapshot,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
precedes,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
produced_by_command_execution,migrate_reviewed_relation,produced_by_command_execution,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
produces_artifact,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
produces_synthesis_output,merge_into_reviewed_relation,Synthesis-produces-SynthesisOutput,"[""Synthesis-produces-SynthesisOutput""]",,“produces_synthesis_output” and “Synthesis-produces-SynthesisOutput” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
rank_fusion_combines_candidate_set,migrate_reviewed_relation,rank_fusion_combines_candidate_set,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
ranked_by_score,merge_into_reviewed_relation,RetrievedContextCandidate-scored_by-RetrievalScore,"[""RetrievedContextCandidate-scored_by-RetrievalScore""]",,“ranked_by_score” and “RetrievedContextCandidate-scored_by-RetrievalScore” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
ranks,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
redacted_by_policy,migrate_reviewed_relation,redacted_by_policy,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
redaction_applies_to_sensitive_span,merge_into_reviewed_relation,Redaction-targets-SensitiveSpan,"[""Redaction-targets-SensitiveSpan""]",,“redaction_applies_to_sensitive_span” and “Redaction-targets-SensitiveSpan” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
released_to_boundary,migrate_reviewed_relation,released_to_boundary,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
remote_agent_crosses_trust_boundary,migrate_reviewed_relation,remote_agent_crosses_trust_boundary,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
replay_event_replays_trace,merge_into_reviewed_relation,ReplayEvent-replays-TraceRecord,"[""ReplayEvent-replays-TraceRecord""]",,“replay_event_replays_trace” and “ReplayEvent-replays-TraceRecord” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
reply_to,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
requires_permission,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
reranks_result,migrate_reviewed_relation,reranks_result,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
restore_event_restores_checkpoint,merge_into_reviewed_relation,CheckpointRestoreEvent-restores_from-Checkpoint,"[""CheckpointRestoreEvent-restores_from-Checkpoint""]",,“restore_event_restores_checkpoint” and “CheckpointRestoreEvent-restores_from-Checkpoint” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
resumes_from_checkpoint,migrate_reviewed_relation,resumes_from_checkpoint,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
retains_answer_ownership,migrate_reviewed_relation,retains_answer_ownership,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
retries_from_attempt,migrate_reviewed_relation,retries_from_attempt,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
retrieval_query_returns_candidate_set,merge_into_reviewed_relation,RetrievalQuery-produces-CandidateSet,"[""RetrievalQuery-produces-CandidateSet""]",,“retrieval_query_returns_candidate_set” and “RetrievalQuery-produces-CandidateSet” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
retrieval_query_searches_index,merge_into_reviewed_relation,RetrievalQuery-queries-IndexVersion,"[""RetrievalQuery-queries-IndexVersion""]",,“retrieval_query_searches_index” and “RetrievalQuery-queries-IndexVersion” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
retrieved_chunk_fills_context_slot,migrate_reviewed_relation,retrieved_chunk_fills_context_slot,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
retrieved_chunk_scanned_by_pattern_scan,migrate_reviewed_relation,retrieved_chunk_scanned_by_pattern_scan,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
retrieves,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
retrieves_chunk,migrate_reviewed_relation,retrieves_chunk,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
retryable_error_triggers_recovery_plan,migrate_reviewed_relation,retryable_error_triggers_recovery_plan,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
returns,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
returns_tool_result,migrate_reviewed_relation,returns_tool_result,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
review_finding_about_artifact,migrate_reviewed_relation,review_finding_about_artifact,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
review_finding_about_trace_event,migrate_reviewed_relation,review_finding_about_trace_event,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
review_produces_review_finding,migrate_reviewed_relation,review_produces_review_finding,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
reviews_output,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
risk_signal_flags_policy_decision,migrate_reviewed_relation,risk_signal_flags_policy_decision,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
routes,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
routes_to_operation,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
routes_to_target,merge_into_reviewed_relation,Route-points_to-RoutingTarget,"[""Route-points_to-RoutingTarget""]",,“routes_to_target” and “Route-points_to-RoutingTarget” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
run_attempt_belongs_to_task,migrate_reviewed_relation,run_attempt_belongs_to_task,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
runtime_actors_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
runtime_actors_emits_event,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
runtime_actors_relates,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
runtime_artifacts_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
runtime_artifacts_emits_event,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
runtime_artifacts_relates,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
runtime_observability_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
runtime_observability_emits_event,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
runtime_observability_relates,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
runtime_system_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
runtime_system_emits_event,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
runtime_system_relates,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
safety_commit_redaction_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
safety_commit_redaction_emits_event,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
safety_commit_redaction_relates,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
safety_injection_defense_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
safety_injection_defense_emits_event,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
safety_injection_defense_relates,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
safety_permission_policy_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
safety_permission_policy_emits_event,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
safety_permission_policy_relates,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
safety_sandbox_network_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
safety_sandbox_network_emits_event,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
safety_sandbox_network_relates,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
safety_trust_boundary_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
safety_trust_boundary_emits_event,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
safety_trust_boundary_relates,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
scans_for_signature,migrate_reviewed_relation,scans_for_signature,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
score_computed_for_metric,migrate_reviewed_relation,score_computed_for_metric,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
selected_for_context,migrate_reviewed_relation,selected_for_context,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
selects_worker_from_pool,merge_into_reviewed_relation,WorkerSelection-selects_from-WorkerPool,"[""WorkerSelection-selects_from-WorkerPool""]",,“selects_worker_from_pool” and “WorkerSelection-selects_from-WorkerPool” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
session_has_trace,migrate_reviewed_relation,session_has_trace,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
short_term_memory_materializes_record,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
side_effect_has_rollback_action,migrate_reviewed_relation,side_effect_has_rollback_action,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
side_effect_produced_by_network_call,migrate_reviewed_relation,side_effect_produced_by_network_call,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
side_effect_produced_by_sandbox_command,migrate_reviewed_relation,side_effect_produced_by_sandbox_command,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
side_effect_produced_by_tool_call,migrate_reviewed_relation,side_effect_produced_by_tool_call,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
source_reference_belongs_to_data_zone,migrate_reviewed_relation,source_reference_belongs_to_data_zone,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
span_contains_event,merge_into_reviewed_relation,TraceSpan-records_event-TraceEvent,"[""TraceSpan-records_event-TraceEvent""]",,“span_contains_event” and “TraceSpan-records_event-TraceEvent” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
span_has_attribute,migrate_reviewed_relation,span_has_attribute,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
span_has_parent_span,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
span_has_status,migrate_reviewed_relation,span_has_status,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
stages_output_as,migrate_reviewed_relation,stages_output_as,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
state_diff_from_snapshot,migrate_reviewed_relation,state_diff_from_snapshot,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
state_diff_to_snapshot,migrate_reviewed_relation,state_diff_to_snapshot,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
success_criterion_evaluates_task,migrate_reviewed_relation,success_criterion_evaluates_task,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
summarized_as_context_input,migrate_reviewed_relation,summarized_as_context_input,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
summarizes,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
suppressed_by_rule,migrate_reviewed_relation,suppressed_by_rule,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
synthesizes_from_input,migrate_reviewed_relation,synthesizes_from_input,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
telemetry_event_derived_from_trace_event,migrate_reviewed_relation,telemetry_event_derived_from_trace_event,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
telemetry_event_emitted_to_log_stream,migrate_reviewed_relation,telemetry_event_emitted_to_log_stream,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
terminates_on_condition,migrate_reviewed_relation,terminates_on_condition,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
tool_argument_conforms_to_schema,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
tool_call_attempt_belongs_to_trace_span,migrate_reviewed_relation,tool_call_attempt_belongs_to_trace_span,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
tool_call_emits_trace_event,migrate_reviewed_relation,tool_call_emits_trace_event,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
tool_call_evaluated_by_policy_decision,migrate_reviewed_relation,tool_call_evaluated_by_policy_decision,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
tool_call_executes_in_sandbox,migrate_reviewed_relation,tool_call_executes_in_sandbox,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
tool_call_has_attempt,merge_into_reviewed_relation,ToolCall-has_attempt-ToolCallAttempt,"[""ToolCall-has_attempt-ToolCallAttempt""]",,“tool_call_has_attempt” and “ToolCall-has_attempt-ToolCallAttempt” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
tool_call_requires_permission_scope,migrate_reviewed_relation,tool_call_requires_permission_scope,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
tool_call_retry_retries_attempt,merge_into_reviewed_relation,ToolCallRetry-retries-ToolCallAttempt,"[""ToolCallRetry-retries-ToolCallAttempt""]",,“tool_call_retry_retries_attempt” and “ToolCallRetry-retries-ToolCallAttempt” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
tool_call_uses_argument,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
tool_candidate_ranked_by_match,merge_into_reviewed_relation,ToolMatch-assesses-ToolCandidate,"[""ToolMatch-assesses-ToolCandidate""]",,"The legacy assertion is represented once by the retained canonical relation; its former direction is exposed through the reviewed inverse reading.",codex-legacy-relation-reviewer,accepted
tool_candidate_set_contains_candidate,merge_into_reviewed_relation,ToolCandidateSet-contains-ToolCandidate,"[""ToolCandidateSet-contains-ToolCandidate""]",,“tool_candidate_set_contains_candidate” and “ToolCandidateSet-contains-ToolCandidate” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
tool_definition_declares_permission,migrate_reviewed_relation,tool_definition_declares_permission,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
tool_definition_defines_tool,merge_into_reviewed_relation,ToolDefinition-describes-Tool,"[""ToolDefinition-describes-Tool""]",,“tool_definition_defines_tool” and “ToolDefinition-describes-Tool” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
tool_definition_deprecated_by,merge_into_reviewed_relation,ToolDeprecationNotice-deprecates-ToolDefinition,"[""ToolDeprecationNotice-deprecates-ToolDefinition""]",,"The legacy assertion is represented once by the retained canonical relation; its former direction is exposed through the reviewed inverse reading.",codex-legacy-relation-reviewer,accepted
tool_definition_has_argument_schema,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
tool_definition_has_result_schema,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
tool_definition_has_version,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
tool_description_trust_bounds_tool_definition,migrate_reviewed_relation,tool_description_trust_bounds_tool_definition,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
tool_discovery_selection_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
tool_discovery_selection_emits_event,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
tool_discovery_selection_relates,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
tool_error_caused_by_attempt,merge_into_reviewed_relation,ToolCallAttempt-emits_diagnostic-ToolError,"[""ToolCallAttempt-emits_diagnostic-ToolError""]",,"The legacy assertion is represented once by the retained canonical relation; its former direction is exposed through the reviewed inverse reading.",codex-legacy-relation-reviewer,accepted
tool_fallback_replaces_tool,migrate_reviewed_relation,tool_fallback_replaces_tool,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
tool_invocation_candidate_checked_by_safety_check,migrate_reviewed_relation,tool_invocation_candidate_checked_by_safety_check,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
