concept_id,current_plane_id,current_module_id,current_kind,decision,proposed_kind,primary_parent_relation_id,additional_parent_relation_ids,target_plane_id,target_module_id,target_concept_id,convert_to_field_id,convert_to_allowed_value_of,merge_into_id,replaced_by_id,definition_action,example_action,source_action,required_new_relation_ids,rationale,reviewer,review_status
ProcessHandle,runtime-plane,runtime-system,resource_type,keep_root,information,,,runtime-plane,runtime-system,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"进程句柄是指向操作系统进程的可关联引用信息，不是一种环境、会话或尝试。 / A process handle is reference information identifying an operating-system process, not a kind of environment, session, or attempt.",codex-runtime-orchestration-ontology-reviewer,accepted
ProcessPolicy,safety-plane,safety-sandbox-network,policy_type,keep_reparent,specification,ProcessPolicy-is_a-IsolationSpecification,,safety-plane,safety-sandbox-network,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ProcessPolicy-is_a-IsolationSpecification""]","进程策略是按命令、参数、环境和资源限制约束隔离执行的 IsolationSpecification。 / ProcessPolicy is an IsolationSpecification distinguished by command, argument, environment, and resource constraints.",codex-safety-adapter-ontology-reviewer,accepted
ProgrammaticToolCall,tool-plane,tool-invocation-execution,event_type,keep_reparent,activity,ProgrammaticToolCall-is_a-ToolCall,,tool-plane,tool-invocation-execution,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ProgrammaticToolCall-is_a-ToolCall""]",程序化调用仅增加由代码/API 发起的差异，仍是一种 ToolCall。 / A programmatic tool call adds the code/API initiation distinction while remaining a ToolCall.,codex-tool-feedback-ontology-reviewer,accepted
ProgressiveDisclosure,safety-plane,safety-commit-redaction,policy_type,keep_reparent,activity,ProgressiveDisclosure-is_a-DisclosureControlActivity,,safety-plane,safety-commit-redaction,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ProgressiveDisclosure-is_a-DisclosureControlActivity""]",渐进式披露是按阶段逐步释放内容的 DisclosureControlActivity；阶段计划作为其结构信息。 / ProgressiveDisclosure is a DisclosureControlActivity that releases content in stages; the stage plan belongs in its structure information.,codex-safety-adapter-ontology-reviewer,accepted
PromptCandidate,tool-plane,tool-discovery-selection,resource_type,keep_reparent,information,PromptCandidate-is_a-Candidate,,tool-plane,tool-discovery-selection,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""PromptCandidate-is_a-Candidate""]",提示候选是在 Candidate 上限定候选对象为提示定义的专业化。 / A prompt candidate specializes Candidate by restricting the considered object to a prompt definition.,codex-tool-feedback-ontology-reviewer,accepted
PromptChain,orchestration-plane,orchestration-composition,action_type,retype,specification,PromptChain-is_a-CompositionPattern,,orchestration-plane,orchestration-composition,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""PromptChain-is_a-CompositionPattern""]",提示链是一种以模型或提示阶段顺序串联为区分特征的组合模式。 / PromptChain is a CompositionPattern distinguished by an ordered sequence of prompt or model-call stages.,codex-runtime-orchestration-ontology-reviewer,accepted
PromptDefinition,tool-plane,tool-registry-definition,resource_type,keep_reparent,specification,PromptDefinition-is_a-ToolSpecification,,tool-plane,tool-registry-definition,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""PromptDefinition-is_a-ToolSpecification""]","提示定义是注册表中可发现、可参数化项目的静态规范，不是运行时请求。 / A prompt definition is a static specification of a discoverable parameterized registry item, not a runtime request.",codex-tool-feedback-ontology-reviewer,accepted
PromptGetRequest,tool-plane,tool-invocation-execution,event_type,keep_reparent,activity,PromptGetRequest-is_a-Invocation,,tool-plane,tool-invocation-execution,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""PromptGetRequest-is_a-Invocation""]",提示获取请求是对已注册提示定义发起的一种 Invocation。 / A prompt-get request is an Invocation directed at a registered prompt definition.,codex-tool-feedback-ontology-reviewer,accepted
PromptInjectionSignal,safety-plane,safety-injection-defense,event_type,keep_reparent,information,PromptInjectionSignal-is_a-ThreatSignal,,safety-plane,safety-injection-defense,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""PromptInjectionSignal-is_a-ThreatSignal""]",提示注入信号是表明内容试图覆盖可信指令或绕过策略的 ThreatSignal。 / PromptInjectionSignal is a ThreatSignal indicating content that attempts to override trusted instructions or bypass policy.,codex-safety-adapter-ontology-reviewer,accepted
PromptInstantiation,tool-plane,tool-invocation-execution,event_type,retype,activity,,,tool-plane,tool-invocation-execution,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"提示实例化是把参数绑定到定义的活动，不是模板、调用或结果的子类。 / Prompt instantiation is the activity of binding arguments to a definition, not a subtype of template, call, or result.",codex-tool-feedback-ontology-reviewer,accepted
PromptSelectionDecision,tool-plane,tool-discovery-selection,event_type,keep_reparent,information,PromptSelectionDecision-is_a-SelectionDecision,,tool-plane,tool-discovery-selection,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""PromptSelectionDecision-is_a-SelectionDecision""]",提示选择决定是针对提示候选的一种 SelectionDecision。 / A prompt selection decision is a SelectionDecision over prompt candidates.,codex-tool-feedback-ontology-reviewer,accepted
PromptTemplate,tool-plane,tool-invocation-execution,resource_type,move_owner,specification,PromptTemplate-is_a-PromptDefinition,,tool-plane,tool-registry-definition,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""PromptTemplate-is_a-PromptDefinition""]",模板是静态 PromptDefinition 的一种，不属于运行时调用模块；实例化活动通过关系使用它。 / A template is a static PromptDefinition and belongs in the registry module; instantiation activities refer to it by relation.,codex-tool-feedback-ontology-reviewer,accepted
PromptTemplateInstance,info-plane,info-messages-instructions,resource_type,keep_root,information,,,info-plane,info-messages-instructions,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"这是一次具有具体变量绑定、来源和权威信息的已填充模板制品，通过 instantiates 引用 Tool 域模板定义。 / This is a filled template artifact with concrete bindings, provenance, and authority information, referencing the Tool-domain template definition through instantiates.",codex-info-ontology-reviewer,accepted
PromptVariable,info-plane,info-messages-instructions,resource_type,convert_to_field,,,,info-plane,info-messages-instructions,PromptTemplateInstance,variable_bindings,,,,migrate definition into reviewed target information,explain disposition in target field or Concept,convert legacy source IDs into direct reviewed source claims,[],提示变量是模板实例中的名称—值—来源绑定结构，可重复字段即可完整表达；无独立业务身份时不应进入图谱。 / A prompt variable is a repeatable name-value-source binding within a template instance; a field expresses it fully when it has no independent business identity.,codex-info-ontology-reviewer,accepted
ProtocolAdapter,adapter-plane,adapter-protocols,adapter_type,keep_reparent,capability,ProtocolAdapter-is_a-InteroperabilityAdapter,,adapter-plane,adapter-protocols,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ProtocolAdapter-is_a-InteroperabilityAdapter""]","协议适配器是以协议原生信封、任务、能力、身份和信任元数据为映射对象的 InteroperabilityAdapter。 / ProtocolAdapter is an InteroperabilityAdapter distinguished by mapping protocol-native envelopes, tasks, capabilities, identity, and trust metadata.",codex-safety-adapter-ontology-reviewer,accepted
ProtocolCapabilityMapping,adapter-plane,adapter-protocols,relation_type,keep_reparent,specification,ProtocolCapabilityMapping-is_a-ProtocolMapping,,adapter-plane,adapter-protocols,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ProtocolCapabilityMapping-is_a-ProtocolMapping""]","该映射以协议 capability advertisement 与统一工具、资源、提示和权限表面对齐为区分特征。 / ProtocolCapabilityMapping specializes ProtocolMapping by aligning capability advertisements with canonical tool, resource, prompt, and permission surfaces.",codex-safety-adapter-ontology-reviewer,accepted
ProtocolEnvelope,info-plane,info-messages-instructions,resource_type,keep_root,information,,,info-plane,info-messages-instructions,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"协议包络是包装 canonical Message 并携带协议关联、任务和制品引用的信息对象，不是 Message 子类或协议 Adapter。 / ProtocolEnvelope is information wrapping a canonical Message with protocol correlation, task, and artifact references; it is neither a Message subtype nor a protocol Adapter.",codex-info-ontology-reviewer,accepted
ProtocolMessageMapping,adapter-plane,adapter-protocols,relation_type,keep_reparent,specification,ProtocolMessageMapping-is_a-ProtocolMapping,,adapter-plane,adapter-protocols,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ProtocolMessageMapping-is_a-ProtocolMapping""]","该映射以协议消息信封、参与方、内容与会话字段对齐为区分特征。 / ProtocolMessageMapping specializes ProtocolMapping by aligning protocol message envelopes, participants, content, and conversation fields.",codex-safety-adapter-ontology-reviewer,accepted
ProtocolTaskMapping,adapter-plane,adapter-protocols,relation_type,keep_reparent,specification,ProtocolTaskMapping-is_a-ProtocolMapping,,adapter-plane,adapter-protocols,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ProtocolTaskMapping-is_a-ProtocolMapping""]","该映射以协议任务状态、产物和完成/失败语义对齐为区分特征。 / ProtocolTaskMapping specializes ProtocolMapping by aligning protocol task state, artifacts, and completion/failure semantics.",codex-safety-adapter-ontology-reviewer,accepted
ProtocolTrustMapping,adapter-plane,adapter-protocols,relation_type,keep_reparent,specification,ProtocolTrustMapping-is_a-ProtocolMapping,,adapter-plane,adapter-protocols,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ProtocolTrustMapping-is_a-ProtocolMapping""]","该映射以协议身份、认证、授权与远端不透明性对齐为区分特征。 / ProtocolTrustMapping specializes ProtocolMapping by aligning protocol identity, authentication, authorization, and remote-opacity semantics.",codex-safety-adapter-ontology-reviewer,accepted
Proxy,safety-plane,safety-sandbox-network,object_type,keep_reparent,entity,Proxy-is_a-NetworkEndpoint,,safety-plane,safety-sandbox-network,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""Proxy-is_a-NetworkEndpoint""]",代理是代表目标接收并转发通信的 NetworkEndpoint；路由规范另由 ProxyRoute 表达。 / A Proxy is a NetworkEndpoint that receives and forwards communication on behalf of a target; routing specification remains ProxyRoute.,codex-safety-adapter-ontology-reviewer,accepted
ProxyRoute,safety-plane,safety-sandbox-network,resource_type,keep_root,information,,,safety-plane,safety-sandbox-network,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],代理路由记录描述一次流量采用的代理路径，与代理端点实体通过 routed_by 连接。 / ProxyRoute records the proxy path used by traffic and connects to endpoint entities through routed_by.,codex-safety-adapter-ontology-reviewer,accepted
PydanticProfileAdapter,adapter-plane,adapter-schema-export,adapter_type,keep_reparent,capability,PydanticProfileAdapter-is_a-SchemaAdapter,,adapter-plane,adapter-schema-export,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""PydanticProfileAdapter-is_a-SchemaAdapter""]",Pydantic 配置适配器是把字段与验证约束投影到特定 Pydantic 版本模型的 SchemaAdapter。 / PydanticProfileAdapter is a SchemaAdapter projecting fields and validation constraints to models for a specified Pydantic version.,codex-safety-adapter-ontology-reviewer,accepted
QuarantineAction,safety-plane,safety-injection-defense,action_type,keep_reparent,activity,QuarantineAction-is_a-MitigationAction,,safety-plane,safety-injection-defense,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""QuarantineAction-is_a-MitigationAction""]",隔离处置是通过把可疑内容移出正常上下文或执行流来降低风险的 MitigationAction。 / QuarantineAction is a MitigationAction distinguished by removing suspect content from normal context or execution flow.,codex-safety-adapter-ontology-reviewer,accepted
RankFusion,memory-plane,memory-retrieval-ranking,event_type,keep_reparent,activity,RankFusion-is_a-RankingOperation,,memory-plane,memory-retrieval-ranking,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""RankFusion-is_a-RankingOperation""]","RankFusion 是组合多索引、模型或方法的候选顺序/评分的 RankingOperation。 / RankFusion is a RankingOperation combining candidate orders or scores from multiple indexes, models, or methods.",codex-memory-ontology-reviewer,accepted
RecoveryAction,feedback-plane,feedback-review-optimization,action_type,keep_reparent,activity,RecoveryAction-is_a-CorrectionActivity,,feedback-plane,feedback-review-optimization,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""RecoveryAction-is_a-CorrectionActivity""]",恢复动作是在失败后恢复可接受状态的一种 CorrectionActivity。 / A recovery action is a CorrectionActivity restoring an acceptable state after failure.,codex-tool-feedback-ontology-reviewer,accepted
RecoveryPlan,feedback-plane,feedback-review-optimization,resource_type,keep_root,specification,,,feedback-plane,feedback-review-optimization,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"恢复计划是选择动作、边界和停止条件的规范，不是已经执行的 RecoveryAction。 / A recovery plan specifies actions, bounds, and stop conditions and is not an executed RecoveryAction.",codex-tool-feedback-ontology-reviewer,accepted
Redaction,safety-plane,safety-commit-redaction,action_type,keep_reparent,activity,Redaction-is_a-DisclosureControlActivity,,safety-plane,safety-commit-redaction,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""Redaction-is_a-DisclosureControlActivity""]","脱敏是遮蔽、移除、替换或概括敏感片段的 DisclosureControlActivity。 / Redaction is a DisclosureControlActivity that masks, removes, replaces, or summarizes sensitive spans.",codex-safety-adapter-ontology-reviewer,accepted
RedactionRule,safety-plane,safety-commit-redaction,policy_type,keep_reparent,specification,RedactionRule-is_a-DisclosureRule,,safety-plane,safety-commit-redaction,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""RedactionRule-is_a-DisclosureRule""]",脱敏规则是规定检测与变换敏感片段方式的 DisclosureRule。 / RedactionRule is a DisclosureRule distinguished by specifying how sensitive spans are detected and transformed.,codex-safety-adapter-ontology-reviewer,accepted
ReflectionRecord,orchestration-plane,orchestration-evaluation,resource_type,keep_reparent,information,ReflectionRecord-is_a-RevisionArtifact,,orchestration-plane,orchestration-evaluation,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ReflectionRecord-is_a-RevisionArtifact""]",反思记录是以可观察总结与改进依据为区分内容的一种修订产物，明确排除私有思维链。 / ReflectionRecord is a RevisionArtifact containing observable summary and improvement grounds while explicitly excluding private chain of thought.,codex-runtime-orchestration-ontology-reviewer,accepted
ReflectiveMemory,memory-plane,memory-stores-scopes,resource_type,convert_to_controlled_value,,,,memory-plane,memory-stores-scopes,MemoryRecord,,MemoryRecord.memory_kind,,,migrate definition into reviewed target information,explain disposition in target field or Concept,convert legacy source IDs into direct reviewed source claims,[],"反思描述由观察、反馈和结果提炼的内容 kind，可短期或长期存在，迁为 memory_kind。 / Reflective describes content distilled from observations, feedback, and outcomes and may be short- or long-term, so it becomes memory_kind.",codex-memory-ontology-reviewer,accepted
RemoteAgentBoundary,safety-plane,safety-trust-boundary,object_type,keep_reparent,specification,RemoteAgentBoundary-is_a-TrustBoundary,,safety-plane,safety-trust-boundary,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""RemoteAgentBoundary-is_a-TrustBoundary""]","远程智能体边界以远程主体的不透明身份、权限和责任为区分特征；受同组织控制的远程主体未必是 ExternalBoundary。 / RemoteAgentBoundary specializes TrustBoundary by remote-actor identity, authority, opacity, and accountability; a remotely hosted actor need not be external to the organization.",codex-safety-adapter-ontology-reviewer,accepted
RemoteAgentReference,runtime-plane,runtime-actors,actor_type,retype,information,,,runtime-plane,runtime-actors,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],它是指向远程主体的引用信息，引用不是 AgentActor 的一种，也不宣称拥有远端内部状态。 / It is reference information pointing to a remote actor; a reference is not an AgentActor and does not assert ownership of remote internals.,codex-runtime-orchestration-ontology-reviewer,accepted
ReplayEvent,runtime-plane,runtime-observability,event_type,keep_reparent,event,ReplayEvent-is_a-ObservabilityEvent,,runtime-plane,runtime-observability,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ReplayEvent-is_a-ObservabilityEvent""]",回放事件是以重放既有输入与追踪证据为区分特征的一种可观测事件。 / A ReplayEvent is an ObservabilityEvent distinguished by replaying prior inputs and trace evidence.,codex-runtime-orchestration-ontology-reviewer,accepted
ReplyTo,info-plane,info-messages-instructions,resource_type,convert_to_field,,,,info-plane,info-messages-instructions,Message,reply_to_id,,,,migrate definition into reviewed target information,explain disposition in target field or Concept,convert legacy source IDs into direct reviewed source claims,[],"消息可选引用被回复消息的稳定 ID；该关系性标量不具独立本体身份，迁为 Message.reply_to_id 字段，同时由 Message --replies_to→ Message 类型关系声明其端点语义。 / A message may reference the stable identifier of the message it replies to. This relational scalar has no independent ontological identity, so it becomes Message.reply_to_id while the Message --replies_to→ Message type relation declares its endpoint semantics.",codex-info-ontology-reviewer,accepted
ReportArtifact,runtime-plane,runtime-artifacts,resource_type,keep_reparent,information,ReportArtifact-is_a-Artifact,,runtime-plane,runtime-artifacts,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ReportArtifact-is_a-Artifact""]","报告产物是以结构化论述、发现或结论为主要内容的一种 Artifact。 / A ReportArtifact is an Artifact distinguished by structured narrative, findings, or conclusions.",codex-runtime-orchestration-ontology-reviewer,accepted
RerankerModel,runtime-plane,runtime-actors,actor_type,retype,entity,RerankerModel-is_a-Model,,runtime-plane,runtime-actors,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""RerankerModel-is_a-Model""]",重排序模型是以重新排列候选项为区分能力的一种模型。 / A reranker model is a Model distinguished by reordering candidate items using relevance evidence.,codex-runtime-orchestration-ontology-reviewer,accepted
RerankScore,memory-plane,memory-retrieval-ranking,resource_type,keep_reparent,quality,RerankScore-is_a-RetrievalScore,,memory-plane,memory-retrieval-ranking,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""RerankScore-is_a-RetrievalScore""]",RerankScore 是初检后由重排模型或二次方法产生的 RetrievalScore。 / A RerankScore is a RetrievalScore produced by a reranker model or secondary method after initial retrieval.,codex-memory-ontology-reviewer,accepted
Resource,memory-plane,memory-ingestion,resource_type,merge,entity,,,memory-plane,memory-ingestion,IngestibleResource,,,IngestibleResource,,migrate definition into reviewed target information,explain disposition in target field or Concept,convert legacy source IDs into direct reviewed source claims,[],"旧 Resource 同时指信息、能力、存储和制品，边界过宽并与 Tool Resource 串义；其 Memory 用法合并到定义明确的 IngestibleResource。 / Legacy Resource conflated information, capability, storage, and artifact surfaces and conflicted with Tool resources; its Memory meaning is merged into bounded IngestibleResource.",codex-memory-ontology-reviewer,accepted
ResourceCandidate,tool-plane,tool-discovery-selection,resource_type,keep_reparent,information,ResourceCandidate-is_a-Candidate,,tool-plane,tool-discovery-selection,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ResourceCandidate-is_a-Candidate""]",资源候选是在 Candidate 上限定候选对象为资源定义的专业化。 / A resource candidate specializes Candidate by restricting the considered object to a resource definition.,codex-tool-feedback-ontology-reviewer,accepted
ResourceContentPoisoning,safety-plane,safety-injection-defense,resource_type,retype,event,,,safety-plane,safety-injection-defense,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"资源内容污染表示把对抗内容引入资源的事件或发生记录，并非 PoisonedContent 本身；应以关系指向受污染内容。 / ResourceContentPoisoning denotes an event or occurrence record that introduces adversarial content into a resource, not the PoisonedContent itself; a relation should point to the affected content.",codex-safety-adapter-ontology-reviewer,accepted
ResourceDefinition,tool-plane,tool-registry-definition,resource_type,keep_reparent,specification,ResourceDefinition-is_a-ToolSpecification,,tool-plane,tool-registry-definition,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ResourceDefinition-is_a-ToolSpecification""]","资源定义是可读、订阅或模板化资源的静态注册规范。 / A resource definition is a static registry specification for a readable, subscribable, or templated resource.",codex-tool-feedback-ontology-reviewer,accepted
ResourceDescriptor,info-plane,info-storage-sources,resource_type,keep_root,information,,,info-plane,info-storage-sources,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"资源描述符汇总来源类型、访问提示、位置与信任元数据，是关于引用对象的描述而不是引用本身。 / ResourceDescriptor summarizes source type, access hints, location, and trust metadata; it describes a referenced object rather than being the reference itself.",codex-info-ontology-reviewer,accepted
ResourceReadRequest,tool-plane,tool-invocation-execution,event_type,keep_reparent,activity,ResourceReadRequest-is_a-Invocation,,tool-plane,tool-invocation-execution,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ResourceReadRequest-is_a-Invocation""]",资源读取请求是针对资源定义发起的一种 Invocation。 / A resource-read request is an Invocation directed at a resource definition.,codex-tool-feedback-ontology-reviewer,accepted
ResourceReadResult,tool-plane,tool-invocation-execution,resource_type,keep_reparent,information,ResourceReadResult-is_a-InvocationResult,,tool-plane,tool-invocation-execution,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ResourceReadResult-is_a-InvocationResult""]","资源读取结果是携带表示、出处和缓存信息的一种 InvocationResult。 / A resource-read result is an InvocationResult carrying representation, provenance, and cache information.",codex-tool-feedback-ontology-reviewer,accepted
ResourceSelectionDecision,tool-plane,tool-discovery-selection,event_type,keep_reparent,information,ResourceSelectionDecision-is_a-SelectionDecision,,tool-plane,tool-discovery-selection,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ResourceSelectionDecision-is_a-SelectionDecision""]",资源选择决定是针对资源候选的一种 SelectionDecision。 / A resource selection decision is a SelectionDecision over resource candidates.,codex-tool-feedback-ontology-reviewer,accepted
ResourceSubscription,tool-plane,tool-invocation-execution,object_type,retype,specification,,,tool-plane,tool-invocation-execution,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"资源订阅描述持续通知的选择器、投递与取消规则，是有身份的持续规范而非单次调用。 / A resource subscription is an identified ongoing specification of selectors, delivery, and cancellation, not a single invocation.",codex-tool-feedback-ontology-reviewer,accepted
ResourceTemplate,tool-plane,tool-invocation-execution,resource_type,move_owner,specification,ResourceTemplate-is_a-ResourceDefinition,,tool-plane,tool-registry-definition,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ResourceTemplate-is_a-ResourceDefinition""]",资源模板是静态 ResourceDefinition 的一种，应由注册定义模块拥有。 / A resource template is a static ResourceDefinition and is owned by the registry-definition module.,codex-tool-feedback-ontology-reviewer,accepted
ResponsibilityTransfer,orchestration-plane,orchestration-actors-delegation,resource_type,keep_root,information,,,orchestration-plane,orchestration-actors-delegation,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"责任转移记录移交前后的责任、保管权和审计主体，是移交事件产生的信息记录。 / ResponsibilityTransfer records before/after responsibility, custody, and accountability and is information caused by a handoff event.",codex-runtime-orchestration-ontology-reviewer,accepted
RetrievalFilter,memory-plane,memory-retrieval-ranking,resource_type,keep_root,specification,,,memory-plane,memory-retrieval-ranking,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"RetrievalFilter 是按命名空间、类型、来源、时间、权限、新鲜度和范围约束候选的规范。 / RetrievalFilter is a specification constraining candidates by namespace, kind, source, time, permission, freshness, and scope.",codex-memory-ontology-reviewer,accepted
RetrievalQuery,memory-plane,memory-retrieval-ranking,event_type,retype,information,RetrievalQuery-is_a-RetrievalArtifact,,memory-plane,memory-retrieval-ranking,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""RetrievalQuery-is_a-RetrievalArtifact""]","查询内容、过滤、预算与索引版本构成可重放 RetrievalArtifact；实际执行通过关系表示，不把信息对象与事件混型。 / Query content, filters, budget, and index version form a replayable RetrievalArtifact; execution is represented by relations rather than conflating information with an event.",codex-memory-ontology-reviewer,accepted
RetrievalScore,info-plane,info-indexing,resource_type,keep_reparent,quality,RetrievalScore-is_a-DiscoveryScore,,info-plane,info-indexing,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""RetrievalScore-is_a-DiscoveryScore""]","任一检索评分都是由相似度、相关性或重排方法产生的 DiscoveryScore。 / Every RetrievalScore is a DiscoveryScore produced by a similarity, relevance, or reranking method.",codex-info-ontology-reviewer,accepted
RetrievalTrace,memory-plane,memory-retrieval-ranking,resource_type,keep_reparent,information,RetrievalTrace-is_a-RetrievalArtifact,,memory-plane,memory-retrieval-ranking,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""RetrievalTrace-is_a-RetrievalArtifact""]","RetrievalTrace 是记录查询、过滤、索引版本、候选、评分、融合、排除和选择的 RetrievalArtifact。 / A RetrievalTrace is a RetrievalArtifact recording query, filters, index versions, candidates, scores, fusion, exclusions, and selection.",codex-memory-ontology-reviewer,accepted
RetrievedCandidate,info-plane,info-indexing,resource_type,keep_reparent,information,RetrievedCandidate-is_a-DiscoveryResult,,info-plane,info-indexing,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""RetrievedCandidate-is_a-DiscoveryResult""]",任一检索候选都是发现过程返回、尚待选择的 DiscoveryResult。 / Every RetrievedCandidate is a DiscoveryResult returned by discovery and still awaiting selection.,codex-info-ontology-reviewer,accepted
RetrievedChunk,memory-plane,memory-retrieval-ranking,resource_type,keep_reparent,information,RetrievedChunk-is_a-RetrievalArtifact,,memory-plane,memory-retrieval-ranking,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""RetrievedChunk-is_a-RetrievalArtifact""]","RetrievedChunk 是选择输出的 RetrievalArtifact，带最终分数、秩和纳入状态；它不是所有 CandidateChunk 的子类。 / A RetrievedChunk is a selected RetrievalArtifact with final score, rank, and inclusion state; it is not a subtype of every CandidateChunk.",codex-memory-ontology-reviewer,accepted
RetrievedContextCandidate,info-plane,info-indexing,resource_type,keep_reparent,information,RetrievedContextCandidate-is_a-RetrievedCandidate,,info-plane,info-indexing,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""RetrievedContextCandidate-is_a-RetrievedCandidate""]",任一检索上下文候选都是被评估用于具体 ContextPackage 的 RetrievedCandidate，区分特征是目标为上下文纳入。 / Every RetrievedContextCandidate is a RetrievedCandidate evaluated for inclusion in a concrete ContextPackage.,codex-info-ontology-reviewer,accepted
