entity_id,decision,selected_source_ids,rejected_source_ids,rationale,reviewer,status
delegates,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langgraph-graph-api"",""eng-fw-openai-orchestration"",""lit-agent-conductor"",""lit-agent-orchestrationbench""]","[""eng-ont-cidoc-crm"",""eng-ont-go-overview"",""eng-ont-palantir-core-concepts""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
derived_from_source,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-tools"",""eng-fw-openai-tracing"",""eng-proto-mcp-spec"",""lit-mech-compass""]","[""eng-ont-cidoc-crm"",""eng-ont-go-overview"",""eng-ont-palantir-core-concepts""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
derived_from_trace_event,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-tools"",""eng-fw-openai-tracing"",""eng-proto-mcp-spec"",""lit-mech-compass""]","[""eng-ont-cidoc-crm"",""eng-ont-go-overview"",""eng-ont-palantir-core-concepts""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
document_attached_from_source,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
document_has_document_metadata,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
embedding_run_embeds_chunk,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
embedding_run_produces_vector,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
escalates,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-fw-openai-tracing"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent"",""lit-agent-toolsafe""]","[""eng-ont-cidoc-crm"",""eng-ont-go-overview"",""eng-ont-palantir-core-concepts""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
excluded_from_context,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-tools"",""eng-fw-openai-tracing"",""eng-proto-mcp-spec"",""lit-mech-compass""]","[""eng-ont-cidoc-crm"",""eng-ont-go-overview"",""eng-ont-palantir-core-concepts""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
feedback_logging_contains,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
feedback_metrics_evaluation_contains,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
feedback_review_optimization_contains,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
feedback_warning_error_contains,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
feeds_back_to,retain canonical record source set and convert it into direct scoped claims,"[""lit-agent-conductor"",""lit-mech-reflexion""]","[""eng-fw-langsmith-docs"",""eng-fw-openai-guardrails"",""eng-fw-openai-tracing"",""lit-mech-self-refine""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
index_build_run_produces_index_version,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
ingested_into_context,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-tools"",""eng-fw-openai-tracing"",""eng-proto-mcp-spec"",""lit-mech-compass""]","[""eng-ont-cidoc-crm"",""eng-ont-go-overview"",""eng-ont-palantir-core-concepts""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
ingestion_run_loads_document,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
ingestion_run_writes_to_memory_store,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
long_term_memory_materializes_record,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_audit_event_records_memory_operation,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_chunking_situating_contains,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langchain-agents"",""lit-agent-memexrl"",""lit-mech-compass""]","[""lit-mas-generative-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_compaction_compacts_record,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_conflict_flags_record,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_consolidation_merges_records,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_consolidation_produces_summary,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_context_contains,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""lit-agent-memory-as-action"",""lit-mas-generative-agents"",""lit-mech-compass""]","[""eng-fw-langchain-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_decay_lowers_record_priority,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_delete_removes_record,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_discard_rejects_item,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_embedding_indexes_contains,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langchain-agents"",""lit-agent-magma"",""lit-agent-memexrl"",""lit-mech-compass""]","[""lit-mas-generative-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_eviction_evicts_record,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_expiration_expires_record,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_file_materializes_record,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_ingestion_contains,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-mas-generative-agents"",""lit-mech-compass""]","[""eng-fw-langchain-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_merge_combines_records,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_record_belongs_to_namespace,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_record_has_scope,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_reflection_produces_reflective_memory,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_retrieval_ranking_contains,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langchain-agents"",""lit-agent-ama-bench"",""lit-agent-magma"",""lit-mech-compass""]","[""lit-mas-generative-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_store_governed_by_retention_policy,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_store_has_namespace,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_supersession_replaces_record,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_update_updates_record,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_validation_evaluates_record,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
memory_write_creates_record,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
orchestration_actors_delegation_contains,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-deepagents-js-docs"",""eng-fw-openai-handoffs"",""eng-fw-openai-tools""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
orchestration_actors_delegation_emits_event,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-deepagents-js-docs"",""eng-fw-openai-handoffs"",""eng-fw-openai-tools""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
orchestration_actors_delegation_relates,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-deepagents-js-docs"",""eng-fw-openai-handoffs"",""eng-fw-openai-tools""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
orchestration_evaluation_contains,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-openai-guardrails"",""eng-fw-openai-tracing"",""lit-mech-reflexion""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
orchestration_evaluation_emits_event,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-openai-guardrails"",""eng-fw-openai-tracing"",""lit-mech-reflexion""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
orchestration_evaluation_relates,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-openai-guardrails"",""eng-fw-openai-tracing"",""lit-mech-reflexion""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
rank_fusion_combines_candidate_set,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
ranked_by_score,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-tools"",""eng-fw-openai-tracing"",""eng-proto-mcp-spec"",""lit-mech-compass""]","[""eng-ont-cidoc-crm"",""eng-ont-go-overview"",""eng-ont-palantir-core-concepts""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
retrieval_query_returns_candidate_set,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
retrieval_query_searches_index,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
retrieved_chunk_fills_context_slot,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
routes,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langgraph-graph-api"",""eng-fw-openai-orchestration"",""lit-agent-conductor"",""lit-agent-orchestrationbench""]","[""eng-ont-cidoc-crm"",""eng-ont-go-overview"",""eng-ont-palantir-core-concepts""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
safety_commit_redaction_contains,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
safety_commit_redaction_emits_event,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
safety_commit_redaction_relates,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
safety_injection_defense_contains,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
safety_injection_defense_emits_event,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
safety_injection_defense_relates,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
safety_permission_policy_contains,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
safety_permission_policy_emits_event,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
safety_permission_policy_relates,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
safety_sandbox_network_contains,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
safety_sandbox_network_emits_event,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
safety_sandbox_network_relates,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
safety_trust_boundary_contains,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
safety_trust_boundary_emits_event,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
safety_trust_boundary_relates,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
selected_for_context,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-tools"",""eng-fw-openai-tracing"",""eng-proto-mcp-spec"",""lit-mech-compass""]","[""eng-ont-cidoc-crm"",""eng-ont-go-overview"",""eng-ont-palantir-core-concepts""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
short_term_memory_materializes_record,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
tool_call_attempt_belongs_to_trace_span,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langgraph-docs"",""eng-fw-openai-tracing"",""eng-ont-prov-o"",""eng-proto-a2a-spec"",""eng-state-xstate-docs""]","[""eng-fw-openai-python-docs"",""eng-fw-openai-tools"",""eng-proto-mcp-spec"",""lit-agent-toolsafe"",""lit-mech-tool-use-evolution""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
tool_call_emits_trace_event,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langgraph-docs"",""eng-fw-openai-tracing"",""eng-ont-prov-o"",""eng-proto-a2a-spec"",""eng-state-xstate-docs""]","[""eng-fw-openai-python-docs"",""eng-fw-openai-tools"",""eng-proto-mcp-spec"",""lit-agent-toolsafe"",""lit-mech-tool-use-evolution""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
tool_result_observation_enters_context,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-tools"",""eng-fw-openai-tracing"",""eng-proto-mcp-spec"",""lit-mech-compass""]","[""eng-fw-openai-python-docs"",""lit-agent-toolsafe"",""lit-mech-tool-use-evolution""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
tool_side_effect_materializes_side_effect,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-fw-openai-tracing"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent"",""lit-agent-toolsafe""]","[""eng-fw-openai-python-docs"",""eng-fw-openai-tools"",""eng-proto-mcp-spec"",""lit-mech-tool-use-evolution""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
